"","OBJECTID","ARRDT","BOIS","TYPE_VOIE","NOM_VOIE","STATUT","TYPOLOGIE","SENS_VELO","TYPOLOGIE_SIMPLE","SHAPE.LEN","geo_shape","geo_point_2d"
"287",2455,5,"NON","QUAI DE LA","TOURNELLE","VOIE 50","CONTINUITE VELO","SENS CIRCULATION GENERALE","CONTINUITE CYCLABLE",0,"{""type"": ""LineString"", ""coordinates"": [[2.355838330821598, 48.8497457278608], [2.355465859755369, 48.8498624521539]]}","48.84980409, 2.35565209529"
"288",2467,4,"NON","QUAI DE L","ARCHEVECHE","VOIE 50","SANS MARQUAGE","CONTRESENS","SANS MARQUAGE",0,"{""type"": ""LineString"", ""coordinates"": [[2.352157325531782, 48.85256387573576], [2.35210164400248, 48.85246752656841], [2.352050021156732, 48.85238113531226], [2.351880240556759, 48.852110454225], [2.35179583537548, 48.851969789406105], [2.351715425449305, 48.85182941741852]]}","48.8521971046, 2.35193560696"
"289",2468,4,"NON","QUAI DE L","ARCHEVECHE","VOIE 50","CONTINUITE VELO","CONTRESENS","CONTINUITE CYCLABLE",0,"{""type"": ""LineString"", ""coordinates"": [[2.352157325531782, 48.85256387573576], [2.352188096324495, 48.85261712201967], [2.352224576946673, 48.852666631338394], [2.352266318220213, 48.85271179409426]]}","48.8526405294, 2.35220816505"
"290",2481,4,"NON","QUAI DE L","HOTEL DE VILLE","VOIE 50","CONTINUITE VELO","","CONTINUITE CYCLABLE",0,"{""type"": ""LineString"", ""coordinates"": [[2.352828581250304, 48.8552496980431], [2.352920697131768, 48.85527964480846]]}","48.8552646714, 2.35287463919"
"291",2483,4,"NON","RUE DE","LOBAU","VOIE 50","CONTINUITE VELO","SENS CIRCULATION GENERALE","CONTINUITE CYCLABLE",0,"{""type"": ""LineString"", ""coordinates"": [[2.353182438281732, 48.85576465693989], [2.353358903894064, 48.85608570389378], [2.35338483479006, 48.85613300441136]]}","48.8559488182, 2.35328365935"
"292",2484,4,"NON","RUE DE","LOBAU","VOIE 50","BANDE CYCLABLE SUR CHAUSSEE","SENS CIRCULATION GENERALE","BANDE CYCLABLE",0,"{""type"": ""LineString"", ""coordinates"": [[2.35338483479006, 48.85613300441136], [2.35355520721142, 48.85644525609702], [2.353625038637591, 48.85657255305072]]}","48.8563528348, 2.35350483418"
"293",2488,4,"NON","QUAI DE L","HOTEL DE VILLE","VOIE 50","PISTE CYCLABLE BIDIRECTIONNELLE SUR TROTTOIR","SENS CIRCULATION GENERALE","PISTE CYCLABLE",0,"{""type"": ""LineString"", ""coordinates"": [[2.353544460233619, 48.85501869383629], [2.353129123881744, 48.85518430891329], [2.353004919612658, 48.85523360693356], [2.352993412466759, 48.85526504536671]]}","48.8551329355, 2.35325970162"
"294",2489,4,"NON","QUAI DE L","HOTEL DE VILLE","VOIE 50","PISTE CYCLABLE BIDIRECTIONNELLE SUR TROTTOIR","CONTRESENS","PISTE CYCLABLE",0,"{""type"": ""LineString"", ""coordinates"": [[2.353524893066346, 48.85501461817668], [2.35299456999615, 48.85522448914093], [2.352978373141689, 48.85526496404662], [2.352978487791335, 48.85526930131488]]}","48.8551294154, 2.35323848956"
"295",2490,4,"NON","RUE DE","LOBAU","VOIE 50","PISTE CYCLABLE BIDIRECTIONNELLE SUR TROTTOIR","CONTRESENS","PISTE CYCLABLE",0,"{""type"": ""LineString"", ""coordinates"": [[2.352978487791335, 48.85526930131488], [2.352979262979723, 48.85529862708876], [2.353075825506878, 48.855474258269474]]}","48.8553733582, 2.35302133021"
"296",11,8,"NON","AVENUE","DELCASSE","VOIE 50","COULOIR BUS PROTEGE","SENS CIRCULATION GENERALE","COULOIR BUS OUVERT AUX VELOS",0,"{""type"": ""LineString"", ""coordinates"": [[2.314808025209361, 48.872738785566675], [2.314565101867994, 48.87355539777646]]}","48.8731470917, 2.31468656354"
"297",12,8,"NON","AVENUE","PERCIER","VOIE 50","COULOIR BUS PROTEGE","SENS CIRCULATION GENERALE","COULOIR BUS OUVERT AUX VELOS",0,"{""type"": ""LineString"", ""coordinates"": [[2.314518190660125, 48.87379129665534], [2.314418200414229, 48.875032318646674]]}","48.8744118077, 2.31446819554"
"331",1082,7,"NON","AVENUE DE LA","MOTTE PICQUET","VOIE 50","COULOIR BUS MARQUE","SENS CIRCULATION GENERALE","COULOIR BUS OUVERT AUX VELOS",0,"{""type"": ""LineString"", ""coordinates"": [[2.308322281933781, 48.85610258586295], [2.307584637192666, 48.85560218334801], [2.306760398576491, 48.85504152375206], [2.306012695662746, 48.85453505614502]]}","48.8553186432, 2.30716760935"
"332",1089,7,"NON","PONT","ALEXANDRE III","VOIE 50","BANDE CYCLABLE SUR CHAUSSEE","SENS CIRCULATION GENERALE","BANDE CYCLABLE",0,"{""type"": ""LineString"", ""coordinates"": [[2.313668430341014, 48.86368394542544], [2.313590700138771, 48.86302391427605]]}","48.8633539299, 2.31362956524"
"333",1095,8,"NON","COURS LA","REINE","VOIE 50","CONTINUITE VELO","CONTRESENS","CONTINUITE CYCLABLE",0,"{""type"": ""LineString"", ""coordinates"": [[2.318503729951658, 48.86459702408292], [2.318558151760022, 48.86454704382172], [2.318607823391265, 48.86449234017665]]}","48.864545863, 2.31855696422"
"334",1098,7,"NON","PONT DE LA","CONCORDE","VOIE 50","BANDE CYCLABLE SUR CHAUSSEE","SENS CIRCULATION GENERALE","BANDE CYCLABLE",0,"{""type"": ""LineString"", ""coordinates"": [[2.319523924404868, 48.863494267035904], [2.319353694989685, 48.86326257790789], [2.319015719898474, 48.862798418329845]]}","48.8631465854, 2.31926949034"
"335",1099,8,"NON","PONT DE LA","CONCORDE","VOIE 50","BANDE CYCLABLE SUR CHAUSSEE","SENS CIRCULATION GENERALE","BANDE CYCLABLE",0,"{""type"": ""LineString"", ""coordinates"": [[2.319922210849993, 48.86403634183187], [2.319523924404868, 48.863494267035904]]}","48.8637653044, 2.31972306763"
"336",1104,8,"NON","QUAI DES","TUILERIES","VOIE 50","CONTINUITE VELO","SENS CIRCULATION GENERALE","CONTINUITE CYCLABLE",0,"{""type"": ""LineString"", ""coordinates"": [[2.320295667865229, 48.863987699949654], [2.320705057202054, 48.86385382965392]]}","48.8639207648, 2.32050036253"
"337",1109,1,"NON","QUAI DES","TUILERIES","VOIE 50","COULOIR BUS MARQUE","SENS CIRCULATION GENERALE","COULOIR BUS OUVERT AUX VELOS",0,"{""type"": ""LineString"", ""coordinates"": [[2.325338779114611, 48.86236098839061], [2.326991653535473, 48.86182517178461], [2.328124613850088, 48.86145748349603], [2.3292317814904813, 48.86109995767869], [2.3300619405325, 48.86083166779036]]}","48.8615957491, 2.32770017243"
"338",1110,1,"NON","QUAI DES","TUILERIES","VOIE 50","COULOIR BUS PROTEGE","SENS CIRCULATION GENERALE","COULOIR BUS OUVERT AUX VELOS",0,"{""type"": ""LineString"", ""coordinates"": [[2.330298864273136, 48.860729128063994], [2.330445360772336, 48.860686613043285]]}","48.8607078706, 2.33037211252"
"339",1113,1,"NON","QUAI","FRANCOIS MITTERRAND","VOIE 50","COULOIR BUS MARQUE","SENS CIRCULATION GENERALE","COULOIR BUS OUVERT AUX VELOS",0,"{""type"": ""LineString"", ""coordinates"": [[2.339586835337744, 48.85897390052351], [2.339887880521597, 48.85893149812489], [2.3399355057828712, 48.8589224721344]]}","48.8589491632, 2.33976133183"
"340",1125,6,"NON","RUE","DAUPHINE","ZONE 30","COULOIR BUS MARQUE","SENS CIRCULATION GENERALE","COULOIR BUS OUVERT AUX VELOS",0,"{""type"": ""LineString"", ""coordinates"": [[2.338521733681911, 48.85371140622], [2.338854213775906, 48.854108010654585]]}","48.8539097084, 2.33868797373"
"341",1126,6,"NON","RUE","SAINT ANDRE DES ARTS","ZONE DE RENCONTRE","BANDE CYCLABLE SUR CHAUSSEE","","BANDE CYCLABLE",0,"{""type"": ""LineString"", ""coordinates"": [[2.3385615264324873, 48.85364452295088], [2.339050230224962, 48.853579406347144]]}","48.8536119646, 2.33880587833"
"342",1132,6,"NON","RUE","SAINT ANDRE DES ARTS","ZONE DE RENCONTRE","SANS MARQUAGE","CONTRESENS","SANS MARQUAGE",0,"{""type"": ""LineString"", ""coordinates"": [[2.341420923191078, 48.85336546931843], [2.3412553166935792, 48.853373124072256], [2.341053933203602, 48.853387006354]]}","48.8533752093, 2.34123736898"
"343",1137,7,"NON","AVENUE DU","MARECHAL GALLIENI","VOIE 50","PISTE CYCLABLE SUR CHAUSSEE","SENS CIRCULATION GENERALE","PISTE CYCLABLE",0,"{""type"": ""LineString"", ""coordinates"": [[2.313303454764876, 48.86270295970082], [2.313256045752007, 48.8623050167042], [2.313143460358539, 48.86134441595556], [2.313131542981162, 48.861228668050444]]}","48.8619659291, 2.31321647205"
"344",1139,7,"NON","AVENUE DU","MARECHAL GALLIENI","VOIE 50","CONTINUITE VELO","SENS CIRCULATION GENERALE","CONTINUITE CYCLABLE",0,"{""type"": ""LineString"", ""coordinates"": [[2.313131542981162, 48.861228668050444], [2.313089233747608, 48.86086896862002]]}","48.8610488183, 2.31311038836"
"345",1141,7,"NON","AVENUE DU","MARECHAL GALLIENI","VOIE 50","PISTE CYCLABLE SUR CHAUSSEE","SENS CIRCULATION GENERALE","PISTE CYCLABLE",0,"{""type"": ""LineString"", ""coordinates"": [[2.313089233747608, 48.86086896862002], [2.313003672289073, 48.86013625893572]]}","48.8605026138, 2.31304645302"
"346",1143,7,"NON","AVENUE DU","MARECHAL GALLIENI","VOIE 50","CONTINUITE VELO","SENS CIRCULATION GENERALE","CONTINUITE CYCLABLE",0,"{""type"": ""LineString"", ""coordinates"": [[2.313003672289073, 48.86013625893572], [2.312964493353443, 48.85979416924584]]}","48.8599652141, 2.31298408282"
"347",1150,7,"NON","QUAI D","ORSAY","VOIE 50","CONTINUITE VELO","SENS CIRCULATION GENERALE","CONTINUITE CYCLABLE",0,"{""type"": ""LineString"", ""coordinates"": [[2.313238939208451, 48.86275285272952], [2.313623119499916, 48.86275949171812]]}","48.8627561722, 2.31343102935"
"348",1154,7,"NON","RUE","ROBERT ESNAULT PELTERIE","VOIE 50","BANDE CYCLABLE SUR CHAUSSEE","SENS CIRCULATION GENERALE","BANDE CYCLABLE",0,"{""type"": ""LineString"", ""coordinates"": [[2.315191291940822, 48.86230337161204], [2.315202898814467, 48.86239369665577]]}","48.8623485341, 2.31519709538"
"349",1161,7,"NON","RUE DE","CONSTANTINE","VOIE 50","PISTE CYCLABLE AVEC STATIONNEMENT RECONSTITUE","SENS CIRCULATION GENERALE","PISTE CYCLABLE",0,"{""type"": ""LineString"", ""coordinates"": [[2.314750348638574, 48.85863984743541], [2.314756613402849, 48.85868728548192]]}","48.8586635665, 2.31475348102"
"350",1162,7,"NON","RUE DE","CONSTANTINE","VOIE 50","BANDE CYCLABLE SUR CHAUSSEE","SENS CIRCULATION GENERALE","BANDE CYCLABLE",0,"{""type"": ""LineString"", ""coordinates"": [[2.314756613402849, 48.85868728548192], [2.314763759728368, 48.85874252071138]]}","48.8587149031, 2.31476018657"
"351",1163,7,"NON","RUE DE","CONSTANTINE","VOIE 50","PISTE CYCLABLE AVEC STATIONNEMENT RECONSTITUE","SENS CIRCULATION GENERALE","PISTE CYCLABLE",0,"{""type"": ""LineString"", ""coordinates"": [[2.314763759728368, 48.85874252071138], [2.314770846292738, 48.858802301008694]]}","48.8587724109, 2.31476730301"
"352",1164,7,"NON","RUE DE","CONSTANTINE","VOIE 50","CONTINUITE VELO","SENS CIRCULATION GENERALE","CONTINUITE CYCLABLE",0,"{""type"": ""LineString"", ""coordinates"": [[2.314770846292738, 48.858802301008694], [2.314787706835866, 48.85894200666507]]}","48.8588721538, 2.31477927656"
"353",1181,7,"NON","BOULEVARD","SAINT GERMAIN","VOIE 50","COULOIR BUS PROTEGE","SENS CIRCULATION GENERALE","COULOIR BUS OUVERT AUX VELOS",0,"{""type"": ""LineString"", ""coordinates"": [[2.322680393693557, 48.85888213562231], [2.323006693079836, 48.858535933542676]]}","48.8587090346, 2.32284354339"
"354",1182,7,"NON","BOULEVARD","SAINT GERMAIN","VOIE 50","COULOIR BUS PROTEGE","SENS CIRCULATION GENERALE","COULOIR BUS OUVERT AUX VELOS",0,"{""type"": ""LineString"", ""coordinates"": [[2.323158356237812, 48.858375754057676], [2.323648286174316, 48.857856451153]]}","48.8581161026, 2.32340332121"
"355",1183,7,"NON","BOULEVARD","SAINT GERMAIN","VOIE 50","COULOIR BUS MARQUE","SENS CIRCULATION GENERALE","COULOIR BUS OUVERT AUX VELOS",0,"{""type"": ""LineString"", ""coordinates"": [[2.323799995942421, 48.85769237497388], [2.324107281226823, 48.857369438576406], [2.324485650909271, 48.85696761758326]]}","48.8573304388, 2.32414329087"
"356",1185,7,"NON","BOULEVARD","RASPAIL","VOIE 50","COULOIR BUS MARQUE","SENS CIRCULATION GENERALE","COULOIR BUS OUVERT AUX VELOS",0,"{""type"": ""LineString"", ""coordinates"": [[2.325499047707195, 48.855682370424], [2.325793646414391, 48.854665076785054]]}","48.8551737236, 2.32564634706"
"357",1186,7,"NON","BOULEVARD","RASPAIL","VOIE 50","COULOIR BUS MARQUE","SENS CIRCULATION GENERALE","COULOIR BUS OUVERT AUX VELOS",0,"{""type"": ""LineString"", ""coordinates"": [[2.325862729616722, 48.85442131174774], [2.326095530926697, 48.85361613445664], [2.326119270571067, 48.85353048941913]]}","48.8539760216, 2.32599142754"
"358",1187,7,"NON","BOULEVARD","RASPAIL","VOIE 50","COULOIR BUS MARQUE","SENS CIRCULATION GENERALE","COULOIR BUS OUVERT AUX VELOS",0,"{""type"": ""LineString"", ""coordinates"": [[2.326186164594828, 48.85330359466011], [2.326418995363071, 48.85249536421862]]}","48.8528994794, 2.32630257998"
"359",1188,7,"NON","BOULEVARD","RASPAIL","VOIE 50","COULOIR BUS MARQUE","SENS CIRCULATION GENERALE","COULOIR BUS OUVERT AUX VELOS",0,"{""type"": ""LineString"", ""coordinates"": [[2.326478848360875, 48.85228011772106], [2.326592054572557, 48.851895626708036]]}","48.8520878722, 2.32653545147"
"360",1195,6,"NON","BOULEVARD","RASPAIL","VOIE 50","COULOIR BUS MARQUE","SENS CIRCULATION GENERALE","COULOIR BUS OUVERT AUX VELOS",0,"{""type"": ""LineString"", ""coordinates"": [[2.328452952773193, 48.845434991193265], [2.328486848003001, 48.845324142326675]]}","48.8453795668, 2.32846990039"
"365",1223,6,"NON","BOULEVARD","RASPAIL","VOIE 50","CONTINUITE COULOIR BUS","SENS CIRCULATION GENERALE","CONTINUITE CYCLABLE",0,"{""type"": ""LineString"", ""coordinates"": [[2.329215927042796, 48.84369972240142], [2.329152018133272, 48.84392598805485]]}","48.8438128552, 2.32918397259"
"366",1225,6,"NON","BOULEVARD","RASPAIL","VOIE 50","CONTINUITE COULOIR BUS","SENS CIRCULATION GENERALE","CONTINUITE CYCLABLE",0,"{""type"": ""LineString"", ""coordinates"": [[2.329044918663186, 48.84429746630836], [2.328958370720516, 48.84460087766792]]}","48.844449172, 2.32900164469"
"367",1226,6,"NON","BOULEVARD","RASPAIL","VOIE 50","COULOIR BUS MARQUE","SENS CIRCULATION GENERALE","COULOIR BUS OUVERT AUX VELOS",0,"{""type"": ""LineString"", ""coordinates"": [[2.328958370720516, 48.84460087766792], [2.328883295372741, 48.84485370380064]]}","48.8447272907, 2.32892083305"
"368",1227,6,"NON","BOULEVARD","RASPAIL","VOIE 30","CONTINUITE COULOIR BUS","SENS CIRCULATION GENERALE","CONTINUITE CYCLABLE",0,"{""type"": ""LineString"", ""coordinates"": [[2.328883295372741, 48.84485370380064], [2.328767903768353, 48.84525760258552]]}","48.8450556532, 2.32882559957"
"401",6,4,"NON","BOULEVARD DE","SEBASTOPOL","VOIE 50","COULOIR BUS PROTEGE","SENS CIRCULATION GENERALE","COULOIR BUS OUVERT AUX VELOS",0,"{""type"": ""LineString"", ""coordinates"": [[2.349457832862732, 48.860624384688776], [2.350177027572745, 48.861915917584135]]}","48.8612701511, 2.34981743022"
"402",7,3,"NON","BOULEVARD DE","SEBASTOPOL","VOIE 50","CONTINUITE COULOIR BUS","SENS CIRCULATION GENERALE","CONTINUITE CYCLABLE",0,"{""type"": ""LineString"", ""coordinates"": [[2.354232605231147, 48.86914084538106], [2.354329902397047, 48.86931413958667]]}","48.8692274925, 2.35428125381"
"403",10,7,"NON","QUAI","ANATOLE FRANCE","VOIE 50","COULOIR BUS MARQUE","SENS CIRCULATION GENERALE","COULOIR BUS OUVERT AUX VELOS",0,"{""type"": ""LineString"", ""coordinates"": [[2.325400179315031, 48.86081069844316], [2.324153319048409, 48.86118200946718], [2.323744174496237, 48.861278924761436], [2.320107685371887, 48.86238279322433]]}","48.8615885252, 2.32275163605"
"404",13,10,"NON","BOULEVARD DE","STRASBOURG","VOIE 50","COULOIR BUS PROTEGE","SENS CIRCULATION GENERALE","COULOIR BUS OUVERT AUX VELOS",0,"{""type"": ""LineString"", ""coordinates"": [[2.356043627904973, 48.87238150439253], [2.35681521491785, 48.873720023226014]]}","48.8730507638, 2.35642942141"
"409",31,9,"NON","RUE DE","PROVENCE","ZONE 30","SANS MARQUAGE","CONTRESENS","SANS MARQUAGE",0,"{""type"": ""LineString"", ""coordinates"": [[2.33259436693996, 48.87430029020571], [2.331421814542625, 48.874281794203526]]}","48.8742910422, 2.33200809074"
"410",43,8,"NON","BOULEVARD","HAUSSMANN","VOIE 50","COULOIR BUS PROTEGE","SENS CIRCULATION GENERALE","COULOIR BUS OUVERT AUX VELOS",0,"{""type"": ""LineString"", ""coordinates"": [[2.32258867584831, 48.87440914415727], [2.320597536590868, 48.87467243697445]]}","48.8745407906, 2.32159310622"
"411",45,9,"NON","BOULEVARD","HAUSSMANN","VOIE 50","COULOIR BUS MARQUE","SENS CIRCULATION GENERALE","COULOIR BUS OUVERT AUX VELOS",0,"{""type"": ""LineString"", ""coordinates"": [[2.327810294061147, 48.87371387639294], [2.327417053520113, 48.873771145650785]]}","48.873742511, 2.32761367379"
"412",49,9,"NON","RUE","AUBER","VOIE 50","COULOIR BUS MARQUE","SENS CIRCULATION GENERALE","COULOIR BUS OUVERT AUX VELOS",0,"{""type"": ""LineString"", ""coordinates"": [[2.328382195643678, 48.87295810758874], [2.330280370018212, 48.871888445470255]]}","48.8724232765, 2.32933128283"
"413",50,9,"NON","PLACE DE L","OPERA","VOIE 50","COULOIR BUS MARQUE","SENS CIRCULATION GENERALE","COULOIR BUS OUVERT AUX VELOS",0,"{""type"": ""LineString"", ""coordinates"": [[2.331807167033309, 48.87102572020736], [2.331914105532837, 48.87075954956537]]}","48.8708926349, 2.33186063628"
"414",58,10,"NON","BOULEVARD DE","BONNE NOUVELLE","VOIE 50","COULOIR BUS MARQUE","SENS CIRCULATION GENERALE","COULOIR BUS OUVERT AUX VELOS",0,"{""type"": ""LineString"", ""coordinates"": [[2.350959685141411, 48.87011199142606], [2.349812638134174, 48.87035851345139]]}","48.8702352524, 2.35038616164"
"480",429,4,"NON","PONT AU","CHANGE","VOIE 50","COULOIR BUS PROTEGE","SENS CIRCULATION GENERALE","COULOIR BUS OUVERT AUX VELOS",0,"{""type"": ""LineString"", ""coordinates"": [[2.347191814857139, 48.8570984707141], [2.347181726950784, 48.85709915815445], [2.347171665152385, 48.85709815883376], [2.3471619095358163, 48.85709550056849], [2.347152731652265, 48.85709125735245], [2.347144386971511, 48.85708554729711], [2.347137107770822, 48.85707852934398], [2.34712357772961, 48.85706183460193], [2.346618585274558, 48.8562461637115]]}","48.8566881594, 2.34689342432"
"481",441,1,"NON","RUE DES","LAVANDIERES SAINTE OPPORTUNE","ZONE 30","BANDE CYCLABLE SUR CHAUSSEE","CONTRESENS","BANDE CYCLABLE",0,"{""type"": ""LineString"", ""coordinates"": [[2.345889644083264, 48.858284493937205], [2.345883435507809, 48.858294324855116], [2.345878777626544, 48.85830497837558], [2.3458757766019183, 48.85831621168352], [2.345874500833294, 48.85832776874935], [2.345874979397994, 48.858339386164374], [2.3458772013885723, 48.85835079914444], [2.345881116161411, 48.858361747564864], [2.34599680811922, 48.85855313693002]]}","48.858421401, 2.34592285011"
"482",450,1,"NON","RUE","EDOUARD COLONNE","ZONE 30","CONTINUITE VELO","CONTRESENS","CONTINUITE CYCLABLE",0,"{""type"": ""LineString"", ""coordinates"": [[2.345683760409995, 48.8580789259673], [2.345599803210829, 48.8580333142043]]}","48.8580561201, 2.34564178181"
"484",463,4,"NON","RUE","SAINT ANTOINE","VOIE 50","BANDE CYCLABLE SUR CHAUSSEE","SENS CIRCULATION GENERALE","BANDE CYCLABLE",0,"{""type"": ""LineString"", ""coordinates"": [[2.367113529415421, 48.85349377884694], [2.366685166674717, 48.85354290883878], [2.366659967146024, 48.85354593831947], [2.366551826323651, 48.85357066876096]]}","48.8535273216, 2.36683184095"
"485",482,4,"NON","RUE DE","RIVOLI","VOIE 50","COULOIR BUS PROTEGE","SENS CIRCULATION GENERALE","COULOIR BUS OUVERT AUX VELOS",0,"{""type"": ""LineString"", ""coordinates"": [[2.355350748261213, 48.85661717036413], [2.355063503532543, 48.856685996100275]]}","48.8566515832, 2.3552071259"
"486",483,4,"NON","RUE DE","RIVOLI","VOIE 50","CONTINUITE COULOIR BUS","SENS CIRCULATION GENERALE","CONTINUITE CYCLABLE",0,"{""type"": ""LineString"", ""coordinates"": [[2.355063503532543, 48.856685996100275], [2.354867606629528, 48.8567323829599]]}","48.8567091895, 2.35496555508"
"487",489,4,"NON","RUE DE","RIVOLI","VOIE 50","CONTINUITE COULOIR BUS","SENS CIRCULATION GENERALE","CONTINUITE CYCLABLE",0,"{""type"": ""LineString"", ""coordinates"": [[2.351637290856386, 48.85747875345513], [2.351088719150118, 48.85765052764033]]}","48.8575646405, 2.351363005"
